id,title,release_date,popularity,vote_average,vote_count
9343,Fitzcarraldo,1982-03-02,14.355,7.6,734
514439,Breakthrough,2019-04-10,22.415,7.63,1049
320007,Victoria,2015-06-11,10.984,7.63,1189
29154,Stand and Deliver,1988-03-11,15.382,7.63,362
13386,I'm Starting from Three,1981-03-05,13.576,7.63,663
10637,Remember the Titans,2000-09-29,33.779,7.629,2603
55,Amores Perros,2000-06-16,22.137,7.63,2548
746,The Last Emperor,1987-10-04,27.225,7.6,1639
38251,Mediterraneo,1991-02-02,9.086,7.627,989
12093,Lilya 4-ever,2002-08-23,22.735,7.623,538
14813,Mickey's Christmas Carol,1983-10-19,32.026,7.6,872
4495,The Spirit of the Beehive,1973-10-08,13.206,7.6,337
21191,Sin Nombre,2009-03-20,34.551,7.624,666
8832,Il Divo,2008-05-28,8.79,7.624,1085
1939,Laura,1944-10-11,21.369,7.6,781
1678,Godzilla,1954-11-03,36.717,7.624,943
981,The Philadelphia Story,1940-12-05,12.446,7.6,843
137113,Edge of Tomorrow,2014-05-27,76.413,7.622,13632
419430,Get Out,2017-02-24,63.564,7.622,17134
76600,Avatar: The Way of Water,2022-12-14,133.378,7.62,11683
293660,Deadpool,2016-02-09,185.118,7.621,30672
841755,Mortal Kombat Legends: Battle of the Realms,2021-08-30,32.851,7.6,420
702,A Streetcar Named Desire,1951-09-19,18.624,7.6,1324
643,Battleship Potemkin,1925-12-24,19.703,7.62,1129
283995,Guardians of the Galaxy Vol. 2,2017-04-19,70.12,7.619,21330
14624,The Ultimate Gift,2007-03-09,36.234,7.619,433
11657,Le Cercle Rouge,1970-10-19,21.443,7.6,615
10322,Being There,1979-12-19,9.528,7.619,956
793,Blue Velvet,1986-09-19,34.307,7.619,3231
225745,Steins;Gate: The Movie - Load Region of Déjà Vu,2013-04-20,22.603,7.6,331
25768,"Steamboat Bill, Jr.",1928-05-09,11.33,7.6,326
9444,Anastasia,1997-11-20,36.688,7.618,5203
466282,To All the Boys I've Loved Before,2018-08-16,44.859,7.6,8279
1933,The Others,2001-08-02,50.428,7.617,6380
642,Butch Cassidy and the Sundance Kid,1969-09-23,31.345,7.6,2146
624932,Dave Chappelle: Sticks & Stones,2019-08-26,8.746,7.616,301
976,Sweet Smell of Success,1957-07-04,11.337,7.6,475
795514,The Fallout,2021-03-17,49.52,7.615,1076
11171,Mysterious Skin,2005-03-30,22.535,7.6,1024
756999,The Black Phone,2022-06-22,49.502,7.613,4787
12501,The Big Country,1958-09-30,22.968,7.6,341
650,Boyz n the Hood,1991-07-12,28.777,7.613,1935
76341,Mad Max: Fury Road,2015-05-13,107.016,7.612,22353
10331,Night of the Living Dead,1968-10-04,26.122,7.612,2379
9693,Children of Men,2006-09-22,30.815,7.612,6966
585244,I Still Believe,2020-03-12,20.754,7.611,1158
309809,The Little Prince,2015-07-29,29.452,7.611,2754
228205,The Longest Ride,2015-04-09,43.952,7.611,3083
20992,Brother,1997-12-12,12.472,7.611,396
768744,My Hero Academia: World Heroes' Mission,2021-08-06,39.6,7.61,510
417261,Forever My Girl,2018-01-26,31.192,7.609,1192
13980,Sword of the Stranger,2007-09-29,48.276,7.609,396
11321,Seven Pounds,2008-12-18,28.375,7.609,6679
589739,Hair Love,2019-08-14,5.603,7.608,456
72213,Courageous,2011-09-30,24.643,7.608,356
38757,Tangled,2010-11-24,122.753,7.608,11278
576,The Wild Bunch,1969-06-19,15.602,7.6,1157
137,Groundhog Day,1993-02-11,43.119,7.608,7857
348678,A Man Called Ove,2015-12-25,16.507,7.606,1119
10835,The Killer,1989-03-24,27.365,7.6,769
398978,The Irishman,2019-11-01,49.911,7.606,6690
329865,Arrival,2016-11-10,59.528,7.605,17538
15137,Evangelion: 1.0 You Are (Not) Alone,2007-09-01,38.113,7.605,923
4235,The Sicilian Clan,1969-12-05,23.098,7.6,313
1093,Elevator to the Gallows,1958-01-29,17.79,7.6,582
343,Harold and Maude,1971-12-20,13.708,7.605,1061
399566,Godzilla vs. Kong,2021-03-24,71.964,7.6,9859
180299,The Raid 2,2014-03-27,38.359,7.604,2280
568124,Encanto,2021-10-13,110.012,7.603,9330
11969,Tombstone,1993-12-25,47.01,7.603,2066
3309,Mildred Pierce,1945-10-20,14.858,7.6,383
63,Twelve Monkeys,1995-12-29,46.631,7.603,8207
20875,Operation Y and Other Shurik's Adventures,1965-07-24,27.643,7.602,416
15999,Vampire Hunter D: Bloodlust,2000-08-25,38.73,7.601,631
819,Sleepers,1996-10-18,39.071,7.601,3460
366170,Yu-Gi-Oh!: The Dark Side of Dimensions,2016-04-23,20.532,7.6,424
333339,Ready Player One,2018-03-28,71.538,7.6,15390
28145,"They Shoot Horses, Don't They?",1969-12-10,11.411,7.6,304
10754,A Short Film About Killing,1988-03-11,14.363,7.6,345
3580,Changeling,2008-10-24,22.273,7.599,4089
820,JFK,1991-12-20,33.013,7.599,2060
244267,I Origins,2014-07-18,17.297,7.6,3175
910,The Big Sleep,1946-08-23,18.855,7.6,1012
283587,Beasts of No Nation,2015-09-11,18.811,7.597,1698
222935,The Fault in Our Stars,2014-05-16,47.95,7.597,11032
14784,The Fall,2006-09-09,26.28,7.6,1252
863,Toy Story 2,1999-10-30,87.589,7.597,13666
244,King Kong,1933-03-15,27.37,7.597,1438
4481,Manon of the Spring,1986-11-19,16.934,7.6,495
71,Billy Elliot,2000-09-28,28.309,7.596,3762
284427,Who Am I,2014-09-25,25.097,7.6,1490
265169,Winter Sleep,2014-06-13,10.992,7.595,529
20108,Au Hasard Balthazar,1966-05-25,13.515,7.6,435
586863,Les Misérables,2019-11-14,12.045,7.593,1478
21575,A Prophet,2009-08-26,16.836,7.592,1484
476968,"Paul, Apostle of Christ",2018-03-23,27.072,7.6,347
431693,Spies in Disguise,2019-12-04,34.049,7.591,2755
284053,Thor: Ragnarok,2017-10-02,99.968,7.591,20533
707886,Feel the Beat,2020-06-19,22.972,7.59,1106
4951,10 Things I Hate About You,1999-03-30,61.379,7.59,7942
1712,Giant,1956-11-08,47.816,7.6,679
1654,The Dirty Dozen,1967-06-15,36.142,7.59,1173
616,The Last Samurai,2003-12-05,43.247,7.59,6736
364111,The Anthem of the Heart,2015-09-19,20.326,7.589,389
786892,Furiosa: A Mad Max Saga,2024-05-22,457.985,7.588,2971
530079,Ride Your Wave,2019-06-21,25.208,7.588,324
13002,Barbie in the 12 Dancing Princesses,2006-09-19,53.554,7.588,1157
678,Out of the Past,1947-11-25,14.773,7.6,566
630,The Wizard of Oz,1939-08-15,64.561,7.588,5440
596054,Heroic Losers,2019-08-15,12.284,7.587,547
54186,Confessions,2010-06-04,19.383,7.587,870
4922,The Curious Case of Benjamin Button,2008-12-25,55.779,7.587,12584
315846,Our Little Sister,2015-06-13,18.766,7.6,460
31417,Eyes Without a Face,1960-01-11,12.252,7.587,693
9377,Ferris Bueller's Day Off,1986-06-11,40.428,7.585,4813
306819,The Danish Girl,2015-11-27,20.399,7.584,5701
8327,The Holy Mountain,1973-11-29,24.367,7.6,876
4982,American Gangster,2007-11-02,33.825,7.585,5298
1541,Thelma & Louise,1991-05-24,41.717,7.584,3344
489999,Searching,2018-08-24,27.09,7.6,3788
19995,Avatar,2009-12-15,99.465,7.583,31233
7214,Coach Carter,2005-01-14,39.943,7.583,2894
1628,Jules and Jim,1962-01-23,22.356,7.583,941
1579,Apocalypto,2006-12-07,96.775,7.582,5453
198375,The Garden of Words,2013-05-31,25.814,7.58,1976
64690,Drive,2011-09-15,44.673,7.58,12411
9289,The Longest Day,1962-09-25,29.051,7.6,911
1152014,A Little Something Extra,2024-04-18,74.769,7.582,334
915935,Anatomy of a Fall,2023-08-23,54.614,7.577,2272
17058,Scarlet Street,1945-12-25,18.47,7.6,372
433,Mary Poppins,1964-12-17,37.064,7.577,4593
57158,The Hobbit: The Desolation of Smaug,2013-12-11,76.399,7.577,12967
41411,The Round Up,2010-03-10,13.568,7.577,987
10950,I Am Sam,2001-12-28,21.051,7.577,2242
8440,Carandiru,2003-03-21,15.204,7.576,536
1913,The Sea Inside,2004-09-03,18.77,7.576,892
940721,Godzilla Minus One,2023-11-03,162.075,7.576,2099
1954,The Butterfly Effect,2004-01-17,60.282,7.575,7391
64,Talk to Her,2002-03-15,17.502,7.577,1263
246741,What We Do in the Shadows,2014-06-19,24.497,7.575,3454
61202,Zindagi Na Milegi Dobara,2011-07-15,16.487,7.6,336
26371,Maurice,1987-09-18,16.28,7.574,520
13562,My Man Godfrey,1936-09-02,19.294,7.6,336
118406,Road to Ninja: Naruto the Movie,2012-07-28,38.455,7.572,993
16219,Gladiator,1992-03-06,27.368,7.573,330
507089,Five Nights at Freddy's,2023-10-25,123.751,7.572,3898
277834,Moana,2016-10-13,33.357,7.572,12199
12102,Kramer vs. Kramer,1979-12-07,22.554,7.572,2167
264660,Ex Machina,2015-01-21,44.424,7.571,13091
10451,Eat Drink Man Woman,1994-08-03,23.878,7.6,329
850165,The Iron Claw,2023-12-21,47.113,7.57,761
722778,The Hand of God,2021-11-24,9.57,7.569,1603
612706,Work It,2020-08-07,16.22,7.569,1144
638,Lost Highway,1997-01-15,18.889,7.569,2530
597922,The Greatest Beer Run Ever,2022-09-23,32.109,7.6,688
573435,Bad Boys: Ride or Die,2024-06-05,1106.28,7.573,1825
514754,Bao,2018-06-15,11.528,7.568,1176
9394,They Call Me Trinity,1970-12-22,21.771,7.568,1283
2649,The Game,1997-09-12,32.586,7.568,6434
347201,Boruto: Naruto the Movie,2015-08-07,40.737,7.567,1388
17431,Moon,2009-06-12,40.971,7.567,5576
10363,Purple Noon,1960-03-10,29.414,7.6,483
475888,Tell It to the Bees,2018-09-09,14.163,7.566,432
24653,The Consequences of Love,2004-09-24,7.107,7.566,798
8703,Three Wishes for Cinderella,1973-11-16,15.236,7.6,326
2013,The Diving Bell and the Butterfly,2007-05-23,14.4,7.566,1145
42987,The Servant,1963-11-14,12.748,7.565,322
1544,Imagine Me & You,2006-01-27,30.792,7.6,995
824,Moulin Rouge!,2001-05-18,29.825,7.565,4446
929170,Honor Society,2022-07-23,18.868,7.564,367
899405,Anonymously Yours,2021-12-10,11.928,7.564,358
335984,Blade Runner 2049,2017-10-04,97.775,7.564,13423
18329,Happy Together,1997-05-30,28.319,7.564,670
507569,The Seven Deadly Sins: Prisoners of the Sky,2018-08-18,9.831,7.564,1005
481848,The Call of the Wild,2020-02-19,58.268,7.564,3657
17057,In a Lonely Place,1950-05-17,17.699,7.6,560
3558,"Girl, Interrupted",1999-12-21,31.179,7.562,3732
11688,The Emperor's New Groove,2000-12-15,101.971,7.561,6602
3558,"Girl, Interrupted",1999-12-21,31.179,7.562,3732
8429,Paisan,1946-12-10,10.801,7.6,304
4638,Hot Fuzz,2007-02-14,36.012,7.561,7414
3933,Corpse Bride,2005-09-12,135.839,7.56,8930
629542,The Bad Guys,2022-03-17,54.488,7.56,1990
11159,Secrets & Lies,1996-05-24,10.261,7.559,630
782,Gattaca,1997-09-07,36.549,7.559,6209
220,East of Eden,1955-04-10,19.922,7.6,732
614409,To All the Boys: Always and Forever,2021-02-12,23.043,7.558,1872
451915,Beautiful Boy,2018-10-12,26.847,7.557,2450
256040,Bāhubali: The Beginning,2015-07-10,36.354,7.6,789
36557,Casino Royale,2006-11-14,40.215,7.558,10536
783,Gandhi,1982-12-01,27.143,7.558,2250
575264,Mission: Impossible - Dead Reckoning Part One,2023-07-08,114.171,7.556,3651
33997,Desert Flower,2009-09-24,15.599,7.557,412
13696,Angels with Dirty Faces,1938-11-26,15.331,7.6,308
1879,Guess Who's Coming to Dinner,1967-12-11,21.409,7.56,803
4960,"Synecdoche, New York",2008-10-24,14.657,7.556,1380
948,Halloween,1978-10-24,87.676,7.6,5444
484468,The Wolf's Call,2019-02-20,19.366,7.555,1945
765,Evil Dead II,1987-03-13,36.709,7.6,3052
375572,Italian Race,2016-04-07,9.84,7.554,935
848685,The Beasts,2022-07-20,17.049,7.6,680
870,Dolls,2002-10-12,9.44,7.553,312
111083,The Body,2012-12-21,22.617,7.6,1232
532,A Close Shave,1995-04-10,19.536,7.6,795
338,"Good Bye, Lenin!",2003-02-13,22.277,7.552,2352
18,The Fifth Element,1997-05-02,98.347,7.551,10568
730840,Trollhunters: Rise of the Titans,2021-07-21,22.304,7.6,322
429450,Pandora,2016-12-07,21.599,7.551,457
967,Spartacus,1960-10-13,46.742,7.551,2098
921,Cinderella Man,2005-06-02,25.733,7.551,2139
71859,We Need to Talk About Kevin,2011-09-28,19.715,7.548,2745
566525,Shang-Chi and the Legend of the Ten Rings,2021-09-01,94.134,7.549,9224
109424,Captain Phillips,2013-10-10,29.056,7.549,6807
607259,Fatherhood,2021-06-18,13.962,7.548,1370
334541,Manchester by the Sea,2016-11-18,22.901,7.5,5758
4550,Lady Vengeance,2005-07-29,21.621,7.546,1622
416144,Hotel Mumbai,2019-03-14,20.551,7.545,1511
9016,Treasure Planet,2002-11-26,57.348,7.545,4101
1372,Blood Diamond,2006-12-08,48.131,7.545,7463
682507,Where the Crawdads Sing,2022-07-14,39.388,7.544,1701
599521,Z-O-M-B-I-E-S 2,2020-06-13,23.955,7.544,440
138843,The Conjuring,2013-07-18,119.545,7.544,11348
747,Shaun of the Dead,2004-04-09,42.151,7.544,8284
31216,I Can't Think Straight,2008-06-01,9.943,7.543,302
9040,Serpico,1973-12-18,18.326,7.543,1871
13393,My Father and My Son,2005-11-18,14.779,7.542,308
9366,Donnie Brasco,1997-02-27,22.826,7.542,4341
38234,Undisputed III: Redemption,2010-04-17,55.642,7.541,885
15014,Bianca,1984-02-23,14.622,7.541,379
2487,Lady Snowblood,1973-12-01,16.929,7.541,351
668742,Father There Is Only One 2,2020-07-29,20.056,7.54,532
204553,Cold Eyes,2013-07-03,24.092,7.535,342
2009,"4 Months, 3 Weeks and 2 Days",2007-08-24,14.181,7.5,711
877703,Teen Wolf: The Movie,2023-01-18,53.749,7.537,806
308369,Me and Earl and the Dying Girl,2015-06-12,20.37,7.5,2517
881,A Few Good Men,1992-12-11,28.299,7.5,3498
319,True Romance,1993-09-09,30.098,7.536,2660
221,Rebel Without a Cause,1955-10-27,27.301,7.5,1582
483184,Dogman,2018-05-17,18.553,7.537,2171
13310,Let the Right One In,2008-10-24,26.168,7.537,2862
10161,My Left Foot: The Story of Christy Brown,1989-04-07,18.129,7.537,897
776,The Rules of the Game,1939-07-09,14.729,7.537,566
228326,The Book of Life,2014-10-01,40.187,7.536,2626
200085,The Flu,2013-08-14,27.627,7.535,1154
319,True Romance,1993-09-09,30.098,7.536,2660
221,Rebel Without a Cause,1955-10-27,27.301,7.5,1582
575604,The Call,2020-11-27,23.887,7.535,804
556901,Teen Titans Go! vs. Teen Titans,2019-07-21,19.929,7.5,477
269,Breathless,1960-03-16,26.215,7.535,1765
588228,The Tomorrow War,2021-09-03,76.174,7.534,3339
228150,Fury,2014-10-15,122.535,7.534,11754
25468,My Dinner with Andre,1981-10-11,16.751,7.534,365
3482,The Train,1964-09-24,19.436,7.5,309
614934,Elvis,2022-06-22,46.66,7.533,3304
216156,Still Life,2013-11-28,15.134,7.533,353
15371,Lupin the Third: The Castle of Cagliostro,1979-07-06,34.784,7.533,1001
907,Doctor Zhivago,1965-12-22,24.145,7.5,1121
900,Bringing Up Baby,1938-02-18,13.754,7.5,948
900,Bringing Up Baby,1938-02-18,13.754,7.5,948
106,Predator,1987-06-12,102.605,7.533,7914
127585,X-Men: Days of Future Past,2014-05-15,126.546,7.532,15116
59436,Midnight in Paris,2011-05-11,29.813,7.532,7184
37769,The Second Tragic Fantozzi,1976-04-15,6.399,7.532,589
9495,The Crow,1994-05-11,122.083,7.5,3925
5165,L'Avventura,1960-09-14,10.608,7.5,665
281957,The Revenant,2015-12-25,47.866,7.531,17898
11046,Where Eagles Dare,1968-12-04,25.359,7.531,860
12163,The Wrestler,2008-09-07,16.273,7.5,3559
1051,The French Connection,1971-10-09,20.374,7.53,1796
552178,Dark Waters,2019-11-22,29.945,7.529,2104
15472,The Girl with the Dragon Tattoo,2009-02-27,39.836,7.529,2905
10778,The Man Who Wasn't There,2001-10-26,12.933,7.5,1537
8073,Band of Outsiders,1964-08-05,14.198,7.5,548
339,Night on Earth,1991-12-12,14.183,7.529,879
810171,The Valet,2022-05-11,27.906,7.528,535
83389,From Up on Poppy Hill,2011-07-16,30.694,7.528,1717
12498,Sling Blade,1996-08-30,20.44,7.528,760
11782,Hard Boiled,1992-04-16,19.227,7.528,773
11544,Lilo & Stitch,2002-06-21,82.58,7.527,6089
9056,Police Story,1985-12-14,25.146,7.5,851
382614,The Book of Henry,2017-06-16,13.077,7.526,1277
10734,Escape from Alcatraz,1979-06-22,24.217,7.526,2712
1949,Zodiac,2007-03-02,57.548,7.526,10308
982,The Manchurian Candidate,1962-10-24,20.173,7.5,686
571,The Birds,1963-03-28,26.533,7.5,3979
430,"One, Two, Three",1961-12-15,13.467,7.5,358
16391,Black Narcissus,1947-05-26,15.872,7.5,465
11686,Love and Death,1975-06-10,9.674,7.524,870
4553,The Machinist,2004-07-02,22.274,7.524,5457
916405,The Quiet Girl,2022-05-12,17.289,7.527,390
856,Who Framed Roger Rabbit,1988-06-21,43.039,7.523,5583
592,The Conversation,1974-04-07,19.705,7.523,1682
491418,Instant Family,2018-11-13,32.944,7.522,2905
11040,Little Big Man,1970-12-23,12.242,7.5,611
451657,Custody,2018-02-07,13.166,7.521,630
18925,Facing the Giants,2006-09-29,28.271,7.516,428
966,The Magnificent Seven,1960-10-12,42.52,7.5,1729
456929,Champions,2018-04-06,11.43,7.519,723
6620,Sabrina,1954-09-10,22.611,7.5,1212
3116,Midnight Cowboy,1969-05-25,21.546,7.5,1361
1567,I Stand Alone,1998-05-16,24.108,7.52,498
601,E.T. the Extra-Terrestrial,1982-06-11,47.251,7.519,11040
63311,The Skin I Live In,2011-08-17,26.894,7.517,4120
10110,Empire of the Sun,1987-12-09,22.903,7.5,1878
375262,The Favourite,2018-11-23,26.28,7.517,5398
39107,Dragon Ball Z: Fusion Reborn,1995-03-04,41.149,7.512,819
11113,My Fair Lady,1964-10-21,27.18,7.5,1274
9340,The Goonies,1985-06-07,52.414,7.5,5608
1786,Au Revoir les Enfants,1987-10-07,16.417,7.517,637
21734,Shadow of a Doubt,1943-01-15,17.015,7.5,1003
11178,My Sassy Girl,2001-07-27,19.395,7.516,548
127533,Rurouni Kenshin Part I: Origins,2012-08-25,40.327,7.515,794
660120,The Worst Person in the World,2021-10-13,36.578,7.513,1298
176241,Prison Break: The Final Break,2009-09-10,49.743,7.513,635
127501,Barfi!,2012-09-13,12.949,7.513,309
675353,Sonic the Hedgehog 2,2022-03-30,214.896,7.512,4863
666243,The Witcher: Nightmare of the Wolf,2021-08-23,16.952,7.512,926
436969,The Suicide Squad,2021-07-28,96.07,7.512,8451
132344,Before Midnight,2013-04-05,34.238,7.512,2335
9516,Menace II Society,1993-05-26,22.161,7.51,754
5143,Hannah and Her Sisters,1986-02-07,11.434,7.5,1018
3767,Gilda,1946-04-25,17.183,7.5,561
179144,The Great Beauty,2013-05-21,19.154,7.511,3039
71883,Redline,2010-05-27,15.799,7.515,444
15917,Devdas,2002-07-11,24.331,7.5,328
11356,The Odd Couple,1968-05-16,16.789,7.5,561
11202,Patton,1970-01-25,17.156,7.5,1067
487558,BlacKkKlansman,2018-08-09,20.385,7.5,7424
468284,The Insult,2017-09-14,11.428,7.51,444
13413,BURN·E,2008-11-17,25.776,7.51,718
11327,Midnight Express,1978-08-31,20.324,7.5,1670
5708,Control,2007-09-12,10.294,7.51,817
517093,Balkan Line,2019-03-21,32.926,7.5,505
503919,The Lighthouse,2019-10-18,41.217,7.509,4737
433471,Lou,2017-06-16,9.311,7.509,383
364137,All Three of Us,2015-11-04,6.9,7.509,483
16633,Somewhere in Time,1980-10-02,19.36,7.509,558
15097,Fear City: A Family-Style Comedy,1994-03-09,18.038,7.509,1208
15097,Fear City: A Family-Style Comedy,1994-03-09,18.038,7.509,1208
786,Almost Famous,2000-09-15,29.069,7.5,2657
11970,Hercules,1997-06-13,83.543,7.507,7270
626872,Emergency Declaration,2022-08-03,22.602,7.506,336
11528,The Sandlot,1993-04-07,28.121,7.506,1134
470878,I Can Only Imagine,2018-02-14,21.001,7.505,460
552095,PAW Patrol: Mighty Pups,2018-10-04,24.867,7.5,571
16642,Days of Heaven,1978-09-13,22.502,7.5,998
3133,Badlands,1974-01-05,13.499,7.5,1160
1600,The Double Life of Véronique,1991-05-15,23.463,7.5,760
615,The Passion of the Christ,2004-02-25,66.286,7.504,4513
85350,Boyhood,2014-06-05,19.531,7.5,5082
11506,The Silence,1963-09-23,17.069,7.503,353
10377,My Cousin Vinny,1992-03-13,22.329,7.503,1537
550988,Free Guy,2021-08-11,75.983,7.502,8577
11906,Suspiria,1977-02-01,34.309,7.5,2850
7735,The Wave,2008-03-13,24.67,7.5,3264
648,Beauty and the Beast,1946-10-29,33.385,7.502,579
1076364,Carl's Date,2023-06-15,76.574,7.501,396
994108,All of Us Strangers,2023-12-22,52.77,7.501,613
332562,A Star Is Born,2018-10-03,35.146,7.501,11523
79,Hero,2002-07-22,28.44,7.501,2208
921655,Rescued by Ruby,2022-03-17,13.695,7.5,304
551332,The Two Popes,2019-11-27,20.073,7.5,2793
73456,Barbie: Princess Charm School,2011-08-11,48.041,7.5,789
74879,Once Upon a Time in Anatolia,2011-09-23,10.008,7.499,456
40823,The Man Who Copied,2003-06-13,8.601,7.499,338
37903,The White Ribbon,2009-09-24,11.383,7.499,988
2034,Training Day,2001-10-05,38.594,7.499,5777
1859,Ninotchka,1939-11-23,12.578,7.5,375
475,Bonnie and Clyde,1967-08-14,26.137,7.499,1579
12169,The First Day of the Rest of Your Life,2008-07-23,21.067,7.5,461
7500,Sonatine,1993-04-10,16.031,7.498,616
69,Walk the Line,2005-09-13,29.119,7.498,2812
176983,One Piece Film: Z,2012-12-15,29.899,7.497,503
25934,"To Sir, with Love",1967-06-14,17.404,7.5,304
4909,The Day of the Jackal,1973-05-16,20.961,7.5,532
3529,The Thin Man,1934-05-25,10.464,7.497,445
500664,Upgrade,2018-05-31,40.612,7.496,4267
301528,Toy Story 4,2019-06-19,67.725,7.495,9641
983,The Man Who Would Be King,1975-12-03,12.468,7.495,618
544510,"Cyrano, My Love",2018-11-10,8.781,7.494,490
520763,A Quiet Place Part II,2021-05-21,81.4,7.494,6378
330459,Rogue One: A Star Wars Story,2016-12-14,44.173,7.494,15065
7549,Fearless,2006-01-26,20.283,7.494,1249
586940,I Lost My Body,2019-11-06,12.65,7.493,1227
13377,How the Grinch Stole Christmas!,1966-12-18,27.946,7.493,977
8342,No Man's Land,2001-05-12,11.956,7.5,428
1368,First Blood,1982-10-22,77.617,7.493,6138
252,Willy Wonka & the Chocolate Factory,1971-06-29,57.208,7.5,3523
389015,"I, Tonya",2017-12-08,28.807,7.492,5718
383498,Deadpool 2,2018-05-10,166.662,7.492,17663
284293,Still Alice,2014-12-05,25.478,7.492,3020
42801,"Yesterday, Today and Tomorrow",1963-12-21,13.563,7.5,415
17809,Fist of Legend,1994-12-22,26.694,7.492,515
13353,"It's the Great Pumpkin, Charlie Brown",1966-10-27,21.195,7.491,383
923,Dawn of the Dead,1978-09-02,33.243,7.491,2028
437586,mid90s,2018-10-19,17.671,7.489,1560
203833,The Book Thief,2013-11-08,20.085,7.489,4259
8321,In Bruges,2008-02-08,24.114,7.489,5022
203833,The Book Thief,2013-11-08,20.085,7.489,4259
483983,Balloon,2018-09-27,14.72,7.488,412
258480,Carol,2015-11-20,29.694,7.488,3629
10604,Zorba the Greek,1964-12-14,20.189,7.488,335
4593,The Discreet Charm of the Bourgeoisie,1972-09-15,18.425,7.5,768
620,Ghostbusters,1984-06-08,54.684,7.5,8796
431937,Mr & Mme Adelman,2017-03-08,9.154,7.487,433
529203,The Croods: A New Age,2020-11-25,60.355,7.485,3775
22538,Scott Pilgrim vs. the World,2010-08-12,51.863,7.486,7726
345938,The Shack,2017-03-03,52.117,7.5,2095
19223,A Pure Formality,1994-05-15,13.931,7.485,342
4254,Kal Ho Naa Ho,2003-11-27,16.96,7.5,374
229,Bride of Frankenstein,1935-04-20,26.937,7.484,932
43904,L'Atalante,1934-04-24,8.435,7.484,410
13384,Kes,1970-04-03,19.987,7.484,378
11016,Key Largo,1948-07-16,12.201,7.5,516
9428,The Royal Tenenbaums,2001-10-05,27.53,7.5,4458
34106,You Can't Take It with You,1938-09-01,11.289,7.5,382
31767,The Devils,1971-07-16,16.931,7.5,357
11854,Kuch Kuch Hota Hai,1998-10-16,19.38,7.5,375
11841,The 36th Chamber of Shaolin,1978-02-02,17.459,7.483,411
11344,A Bittersweet Life,2005-04-01,21.078,7.483,849
26280,I Killed My Mother,2009-06-05,10.805,7.482,1089
4291,Kikujiro,1999-06-05,19.64,7.5,506
345,Eyes Wide Shut,1999-07-16,57.47,7.482,6042
377273,Aquarius,2016-09-01,8.134,7.481,452
16328,Johnny Got His Gun,1971-08-04,12.44,7.5,371
10787,The Invisible Man,1933-11-03,22.89,7.5,817
192,The Name of the Rose,1986-09-24,30.342,7.5,2945
293863,The Age of Adaline,2015-04-16,59.996,7.481,6510
3001,How to Steal a Million,1966-07-13,12.901,7.5,574
18197,Running on Empty,1988-09-09,19.146,7.479,304
16958,The Asphalt Jungle,1950-05-12,13.467,7.5,469
13930,For the Birds,2000-11-02,18.444,7.479,1190
12837,The Secret Life of Bees,2008-09-17,17.009,7.5,505
11978,Men of Honor,2000-09-13,30.905,7.5,2233
186,Lucky Number Slevin,2006-02-24,38.381,7.479,3990
921785,Mixed by Erry,2023-03-02,10.354,7.478,425
522,Ed Wood,1994-09-28,14.436,7.479,2270
10843,After Hours,1985-08-16,24.139,7.5,1435
10843,After Hours,1985-08-16,24.139,7.5,1435
9081,Waking Life,2001-10-19,13.742,7.477,853
400160,The SpongeBob Movie: Sponge on the Run,2020-08-14,67.231,7.476,2824
203101,High School of the Dead: Drifters of the Dead,2011-04-25,18.249,7.5,452
38396,That's Life,1998-12-18,7.249,7.476,1307
625,The Killing Fields,1984-11-23,15.79,7.476,723
9559,A Perfect World,1993-11-24,23.54,7.5,1617
244088,Human Capital,2013-12-03,9.57,7.5,890
239571,The Best of Me,2014-10-15,27.844,7.472,2545
13528,Gaslight,1944-05-04,22.104,7.474,475
1251,Letters from Iwo Jima,2006-12-09,29.725,7.472,2008
1075794,Leo,2023-11-17,74.704,7.471,1121
431580,Abominable,2019-09-19,29.044,7.471,2003
261470,Sorry If I Call You Love,2014-06-20,25.784,7.471,454
1023,Adam's Apples,2005-04-15,11.38,7.471,674
529216,Mirage,2018-11-30,18.884,7.47,1765
31682,The Incredible Shrinking Man,1957-02-22,13.501,7.47,482
2501,The Bourne Identity,2002-06-14,45.252,7.47,9120
219,Volver,2006-03-17,20.438,7.47,1687
337703,The Red Turtle,2016-03-27,18.231,7.5,1234
8055,The Reader,2008-12-10,34.588,7.469,3012
219,Volver,2006-03-17,20.438,7.47,1687
36095,Cure,1997-12-27,21.065,7.5,489
11549,Invasion of the Body Snatchers,1956-02-05,12.308,7.468,1046
5503,The Fugitive,1993-08-06,31.45,7.467,4153
145,Breaking the Waves,1996-07-05,28.999,7.5,947
613090,"Live Twice, Love Once",2019-09-06,15.464,7.466,335
260513,Incredibles 2,2018-06-14,73.38,7.466,12700
194662,Birdman or (The Unexpected Virtue of Ignorance),2014-10-17,58.255,7.466,12650
9665,Glory,1989-12-15,18.071,7.466,1572
9075,Black Book,2006-09-14,16.684,7.466,1116
3035,Frankenstein,1931-11-21,20.801,7.466,1533
2000,"Aguirre, the Wrath of God",1972-12-29,14.663,7.466,1066
114,Pretty Woman,1990-03-23,77.787,7.466,8080
41498,One Piece: Strong World,2009-12-12,23.988,7.465,343
